Clean data CS105 Winter'26 Mini-Project Survey (Responses) Timestamp,"What class are you filling out this survey for? Check all that apply. If none of the listed options apply, select ""Other"" and enter your class name (for example, CS105).",What is your current class standing?,Are you a transfer student?,"What is your major/minor? (If your major is not listed, please write it in ""Other.."")",What is your current cumulative GPA?,What is your age? Answer with a number only.,What is your ethnicity?,What gender do you identify as?,Select ALL that you identify with:,"How many hours of sleep on average do you get? Select a answer for each of the following situations:
 [During finals week:]","Over the past 2 weeks, how often have you felt mentally overwhelmed or stressed
1. Never
2. Almost Never
3. Sometimes
4. Somewhat frequently
5. E5day",Please indicate how much you agree with the following statements regarding the current job market in your major.  (Each row should have one answer) [I feel optimistic about my career prospects in this field],"Scale: 1 very poorly, 2 poorly, 3 neutral, 4 well,5 very well  How 4 are you able to concentrate during each of the following:
 [In-person lectures]","Scale: 1 very poorly, 2 poorly, 3 neutral, 4 well,5 very well How 4 are you able to concentrate during each of the following:
 [In-person discussions]","Scale: 1 very poorly, 2 poorly, 3 neutral, 4 well,5 very well  How 4 are you able to concentrate during each of the following:
 [Online lectures or discussions]","Scale: 1 very poorly, 2 poorly, 3 neutral, 4 well,5 very well  How 4 are you able to concentrate during each of the following:
 [Small study group sessions]","Scale: 1 very poorly, 2 poorly, 3 neutral, 4 well,5 very well  How 4 are you able to concentrate during each of the following:
 [Exams]",How many coding languages would you say you’re proficient in?,What was the first programming language you learned?,"Think about your favorite course (4 units). Why was it your favorite course? Rank the following reasons.
 [Final project instead of exam]","Think about your favorite course (4 units). Why was it your favorite course? Rank the following reasons.
 [Easy exams]","Think about your favorite course (4 units). Why was it your favorite course? Rank the following reasons.
 [Friendly professor]","Think about your favorite course (4 units). Why was it your favorite course? Rank the following reasons.
 [Accessible office hours]","Think about your favorite course (4 units). Why was it your favorite course? Rank the following reasons.
 [Low workload]","Think about your favorite course (4 units). Why was it your favorite course? Rank the following reasons.
 [No required attendence]","Think about your favorite course (4 units). Why was it your favorite course? Rank the following reasons.
 [Interested in material]","Think about your favorite course (4 units). Why was it your favorite course? Rank the following reasons.
 [Prepares for future job]",What class(es) do you think prepared you most for the career field you want to pursue? CS courses,What class(es) do you think prepared you most for the career field you want to pursue? ENGINEERING,What class(es) do you think prepared you most for the career field you want to pursue? DS courses,What class(es) do you think prepared you most for the career field you want to pursue? Humanities,Think about your time at UCR. Which week during the quarter do you: [Start feeling burnout],Think about your time at UCR. Which week during the quarter do you: [Have sleep deprivation],Think about your time at UCR. Which week during the quarter do you: [Start feeling less confident in the material],Think about your time at UCR. Which week during the quarter do you: [Start feeling more confident in the material],Think about your time at UCR. Which week during the quarter do you: [Study the most],Think about your time at UCR. Which week during the quarter do you: [Enjoy the most],"Choose the resources that has been most helpful in your success in your favorite course. Choose all that apply.
","How confidently can you explain the following concepts to someone who hasn’t taken it? 
   FOR CS MAJORS/MINORS: Pointers, if/else statements, for/while loops
   FOR DS MAJORS/MINORS: numpy, pandas, matplotlib, hypothesis testing"
2/4/2026 12:51:00,CS010A,Junior,No,Mathematics major,3.0 – 3.33,20,"Asian, White",Female,First Generation Student,Less than 4,5,3 (3),4,4,1,4,4,1,C++/C,1 (Not a good reason),1 (Not a good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),2 (5 small reason),5 (5 good reason),5 (5 good reason),,,,"MATH046, MATH10A, MATH10B, MATH146, MATH168",Week 3,Week 1,Week 2,Week 9,Week 9,Week 9,"Office hours, AI tools, Study groups",1
2/4/2026 12:52:00,CS010A,Sophomore,No,CEN or EE major,2.67 – 3.0,18,Asian,Female,Second Generation Student,4-5 hours,4,Agree (4),3,4,3,4,3,1,C++/C,5 (5 good reason),4 (Good reason),5 (5 good reason),4 (Good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),N/A,N/A,N/A,N/A,Week 7,Week 1,Week 1,Week 5,Week 6,Week 4,"Office hours, Personal tutoring",8
2/4/2026 13:12:58,CS010A,Sophomore,No,CEN or EE major,3.67 – 4.0,19,"Asian, White",Female,Other,8+ hours,3,Agree (4),4,4,2,2,4,0,C++/C,1 (Not a good reason),5 (5 good reason),5 (5 good reason),3 (Moderate reason),5 (5 good reason),5 (5 good reason),2 (5 small reason),2 (5 small reason),N/A,N/A,N/A,N/A,Week 3,Week 4,Week 4,Week 2,Week 9,Week 1,"AI tools, Personal tutoring",5
2/4/2026 13:26:11,CS111,Junior,No,CS major,3.33 – 3.67,19,Hispanic or Latino,Male,Second Generation Student,4-5 hours,4,Agree (4),4,4,3,4,3,2,Python,4 (Good reason),4 (Good reason),4 (Good reason),2 (5 small reason),3 (Moderate reason),2 (5 small reason),4 (Good reason),4 (Good reason),CS100,,,,Week 4,Week 5,Week 6,Week 9,Week 9,Week 1,"Slack communication, Study groups",8
2/4/2026 13:30:59,CS105,Senior,No,CS major,Prefer not to say,21,White,Female,International Student,6-7 hours,4,Agree (4),4,3,2,5,4,3,C++/C,5 (5 good reason),3 (Moderate reason),5 (5 good reason),2 (5 small reason),2 (5 small reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),CS171,,,,Week 5,Week 9,Week 8,Week 4,Week 9,Week 1,"AI tools, Study groups",10
2/4/2026 13:39:47,CS111,Junior,No,CS major,3.0 – 3.33,19,Hispanic or Latino,Male,First Generation Student,8-9 hours,4,Agree (4),4,4,3,3,4,3,Python,4 (Good reason),3 (Moderate reason),4 (Good reason),4 (Good reason),3 (Moderate reason),2 (5 small reason),5 (5 good reason),4 (Good reason),"CS10C, CS061",,,,Week 4,Week 4,Week 5,Week 7,Week 8,Week 2,"Office hours, Slack communication, ULA services",10
2/4/2026 13:50:07,CS105,Senior,Yes,CS major,3.0 – 3.33,22,Asian,Female,Other,4-5 hours,4,Disagree (2),2,3,3,4,5,2,C++/C,3 (Moderate reason),4 (Good reason),5 (5 good reason),5 (5 good reason),3 (Moderate reason),4 (Good reason),5 (5 good reason),5 (5 good reason),CS179M,,,,Week 4,Week 4,Week 4,Week 7,Week 5,Week 1,"Office hours, AI tools, Study groups",4
2/4/2026 14:29:33,CS105,Senior,Yes,CS major,3.0 – 3.33,22,White,Male,Second Generation Student,4-5 hours,4,Strongly Disagree (1),3,4,2,5,5,4,(Rbx)Lua,1 (Not a good reason),3 (Moderate reason),4 (Good reason),1 (Not a good reason),2 (5 small reason),1 (Not a good reason),5 (5 good reason),1 (Not a good reason),,,,ENGR180W,Week 4,Week 9,Week 9,Week 1,Week 9,Week 2,"AI tools, Slack communication",9
2/4/2026 14:41:02,CS010A,Freshman,No,Math,3.67 – 4.0,18,Asian,Male,"First Generation Student, International Student",6-7 hours,3,3 (3),4,4,3,2,4,2,Python,3 (Moderate reason),4 (Good reason),5 (5 good reason),2 (5 small reason),3 (Moderate reason),4 (Good reason),5 (5 good reason),5 (5 good reason),CS010A,,,,Week 3,Week 2,Week 3,Week 2,Week 3,Week 2,"Office hours, AI tools, Study groups",7
2/4/2026 14:50:19,CS010A,Freshman,No,CEN or EE major,1.67 – 2.0,19,Black,Male,First Generation Student,4-5 hours,4,3 (3),4,4,2,5,4,0,C++/C,3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),5 (5 good reason),3 (Moderate reason),4 (Good reason),5 (5 good reason),CS010A,,,,Week 4,Week 5,Week 5,Week 3,Week 9,Week 1,AI tools,6
2/4/2026 15:57:26,CS111,Junior,Yes,CS major,3.67 – 4.0,22,Asian,Male,International Student,6-7 hours,5,Disagree (2),4,5,2,4,3,3,Java,5 (5 good reason),4 (Good reason),5 (5 good reason),2 (5 small reason),3 (Moderate reason),3 (Moderate reason),4 (Good reason),4 (Good reason),"CS100, CS101",,,,Week 4,Week 5,Week 4,Week 7,Week 5,Week 1,"Office hours, Study groups, ULA services",10
2/4/2026 16:11:25,CS010A,Senior,No,Mathematics major,2.67 – 3.0,20,Middle Eastern,Female,Second Generation Student,6-7 hours,3,Disagree (2),2,4,3,4,4,0,C++/C,4 (Good reason),4 (Good reason),5 (5 good reason),3 (Moderate reason),4 (Good reason),4 (Good reason),5 (5 good reason),4 (Good reason),,,,"EDUC104, MATH046, MATH011",Week 3,Week 4,Week 3,Week 2,Week 9,Week 1,"AI tools, Study groups",4
2/4/2026 16:21:07,CS010A,Freshman,No,Robotics,Prefer not to say,18,Hispanic or Latino,Male,First Generation Student,6-7 hours,3,Agree (4),3,4,2,4,4,1,Python,4 (Good reason),4 (Good reason),4 (Good reason),4 (Good reason),4 (Good reason),3 (Moderate reason),5 (5 good reason),3 (Moderate reason),,,,MATH010B,,Week 2,Week 5,Week 8,N/A,Week 1,"AI tools, Study groups",6
2/4/2026 16:25:00,CS010A,Freshman,No,Mathematics major,3.33 – 3.67,18,Asian,Female,First Generation Student,6-7 hours,3,3 (3),4,4,4,3,4,0,C++/C,3 (Moderate reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),2 (5 small reason),5 (5 good reason),3 (Moderate reason),N/A,N/A,N/A,N/A,Week 5,Week 3,Week 5,Week 1,Week 8,Week 1,"Office hours, Slack communication, ULA services",5
2/4/2026 16:27:34,CS010A,Freshman,No,CEN or EE major,Prefer not to say,18,"Asian, Hispanic or Latino",Male,First Generation Student,Less than 4,4,3 (3),3,2,3,5,5,1,C++/C,4 (Good reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),4 (Good reason),2 (5 small reason),3 (Moderate reason),3 (Moderate reason),CS010A,,,,Week 6,Week 3,Week 2,Week 1,Week 8,Week 1,Study groups,7
2/4/2026 16:31:35,CS111,Senior,No,Neuroscience,3.67 – 4.0,20,Asian,Male,Other,8-9 hours,2,Strongly Agree (5),1,1,1,5,5,4,HTML & CSS,1 (Not a good reason),1 (Not a good reason),1 (Not a good reason),1 (Not a good reason),1 (Not a good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),,,,"CBNS106, CBNS116",Week 2,Week 9,Week 4,Week 8,Week 9,Week 9,AI tools,10
2/4/2026 16:33:38,CS010A,Freshman,No,CEN or EE major,3.33 – 3.67,18,Hispanic or Latino,Male,Second Generation Student,4-5 hours,5,3 (3),4,5,3,5,3,1,Ladder Logic Programming,4 (Good reason),4 (Good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),2 (5 small reason),5 (5 good reason),5 (5 good reason),CS010A,EE010,,,Week 8,Week 5,Week 5,Week 1,Week 5,Week 8,"Office hours, AI tools, Study groups, Personal tutoring",7
2/4/2026 16:42:45,CS111,Senior,No,CS major,3.67 – 4.0,20,Asian,Female,"Second Generation Student, International Student",8+ hours,5,3 (3),4,4,2,4,5,3,HTML & CSS,1 (Not a good reason),1 (Not a good reason),5 (5 good reason),1 (Not a good reason),2 (5 small reason),1 (Not a good reason),5 (5 good reason),5 (5 good reason),CS100,,,,Week 1,Week 1,Week 3,Week 8,Week 9,Week 1,"Slack communication, Study groups",10
2/4/2026 16:44:06,CS010A,Freshman,No,CEN or EE major,3.67 – 4.0,18,Hispanic or Latino,Female,First Generation Student,4-5 hours,4,Agree (4),4,4,2,3,3,1,,5 (5 good reason),4 (Good reason),3 (Moderate reason),2 (5 small reason),4 (Good reason),5 (5 good reason),3 (Moderate reason),4 (Good reason),,EE010,,,Week 5,Week 4,Week 4,Week 3,Week 8,Week 1,"AI tools, Personal tutoring",4
2/4/2026 17:06:28,CS111,Junior,No,CEN or EE major,3.67 – 4.0,19,"Asian, Hispanic or Latino",Female,Other,8-9 hours,3,Agree (4),3,3,3,4,4,2,Python,4 (Good reason),4 (Good reason),4 (Good reason),1 (Not a good reason),4 (Good reason),1 (Not a good reason),4 (Good reason),4 (Good reason),N/A,N/A,N/A,N/A,Week 4,N/A,Week 4,Week 9,Week 5,Week 1,N/A,9
2/4/2026 17:15:20,CS010A,Freshman,No,CS major,Prefer not to say,18,Asian,Male,Second Generation Student,4-5 hours,3,Disagree (2),5,5,3,3,5,1,Java,3 (Moderate reason),4 (Good reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),1 (Not a good reason),1 (Not a good reason),1 (Not a good reason),CS010A,,,,Week 7,Week 8,Week 4,Week 8,Week 8,Week 1,Study groups,8
2/4/2026 17:23:22,CS010A,Freshman,No,Data Science major,2.67 – 3.0,19,White,Trans-gender,Other,6-7 hours,5,Strongly Disagree (1),4,4,2,5,3,2,HTML & CSS,2 (5 small reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),3 (Moderate reason),N/A,N/A,N/A,N/A,Week 3,Week 4,Week 4,Week 7,Week 8,Week 1,N/A,2
2/4/2026 17:28:10,CS111,Sophomore,No,CS major,3.67 – 4.0,19,Asian,Male,Second Generation Student,4-5 hours,4,3 (3),2,3,2,5,5,2,Java,1 (Not a good reason),3 (Moderate reason),5 (5 good reason),3 (Moderate reason),3 (Moderate reason),1 (Not a good reason),3 (Moderate reason),5 (5 good reason),"CS010C, CS100",,,,Week 8,Week 2,Week 3,Week 8,Week 8,Week 8,"AI tools, Slack communication, Study groups",10
2/4/2026 17:34:46,CS010A,Freshman,No,Robotics Engineering ,2.67 – 3.0,18,"Hispanic or Latino, Black",Male,First Generation Student,6-7 hours,1,Agree (4),5,5,1,4,4,4,HTML & CSS,4 (Good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),4 (Good reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),CS010A,,,,Week 3,Week 1,Week 3,Week 1,Week 8,Week 1,"Office hours, AI tools, Personal tutoring",10
2/4/2026 17:49:20,CS010A,Freshman,No,Data Science major,3.33 – 3.67,18,Hispanic or Latino,Male,First Generation Student,8-9 hours,3,Agree (4),4,4,2,3,4,1,C++/C,3 (Moderate reason),3 (Moderate reason),4 (Good reason),2 (5 small reason),2 (5 small reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),CS105,,,,Week 7,N/A,Week 5,Week 8,Week 8,Week 1,"AI tools, Study groups",7
2/4/2026 18:46:06,CS111,Junior,Yes,Data Science major,2.67 – 3.0,22,Hispanic or Latino,Male,First Generation Student,Less than 4,4,Disagree (2),4,4,3,4,4,2,C++/C,3 (Moderate reason),4 (Good reason),5 (5 good reason),5 (5 good reason),4 (Good reason),3 (Moderate reason),5 (5 good reason),5 (5 good reason),"CS100, CS111",,STAT156B,,Week 5,Week 5,Week 4,Week 5,Week 5,Week 1,"Office hours, Slack communication, Study groups, ULA services",7
2/4/2026 18:47:26,CS111,Sophomore,No,CS major,3.33 – 3.67,19,Asian,Male,Second Generation Student,Less than 4,2,Strongly Agree (5),4,3,2,2,4,2,HTML & CSS,2 (5 small reason),1 (Not a good reason),2 (5 small reason),2 (5 small reason),2 (5 small reason),2 (5 small reason),3 (Moderate reason),3 (Moderate reason),CS100,,,,Week 4,Week 4,Week 4,Week 4,Week 8,Week 1,"Office hours, AI tools, Slack communication, Study groups, Personal tutoring, ULA services",6
2/4/2026 19:27:37,CS111,Senior,No,CS major,2.67 – 3.0,20,Hispanic or Latino,Male,First Generation Student,4-5 hours,4,Agree (4),4,4,4,3,3,1,C++/C,2 (5 small reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),N/A,N/A,N/A,N/A,Week 4,Week 5,Week 5,Week 5,Week 7,Week 1,"Office hours, AI tools, Slack communication, ULA services",7
2/4/2026 19:35:49,CS010A,Freshman,No,CEN or EE major,< 1.33,18,Hispanic or Latino,Female,First Generation Student,6-7 hours,3,3 (3),3,3,3,3,3,0,C++/C,3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),N/A,N/A,N/A,N/A,Week 1,Week 1,Week 1,Week 1,Week 1,Week 1,"Office hours, Slack communication",4
2/4/2026 19:37:22,CS111,Senior,No,CS major,2.67 – 3.0,21,Hispanic or Latino,Male,First Generation Student,Less than 4,5,Strongly Disagree (1),2,4,1,4,3,1,C++/C,4 (Good reason),5 (5 good reason),5 (5 good reason),2 (5 small reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),2 (5 small reason),CS010C,,,,Week 5,Week 5,Week 5,Week 1,Week 8,Week 1,"Slack communication, Study groups",9
2/4/2026 19:56:33,CS010A,Junior,No,Mechanical Engineering going to math,2.33 – 2.67,21,Hispanic or Latino,Male,First Generation Student,4-5 hours,4,3 (3),2,3,2,4,5,1,Python,2 (5 small reason),3 (Moderate reason),4 (Good reason),4 (Good reason),4 (Good reason),5 (5 good reason),5 (5 good reason),3 (Moderate reason),N/A,N/A,N/A,N/A,Week 8,Week 9,Week 8,Week 6,Week 9,Week 1,"Office hours, AI tools, Slack communication, Study groups",10
2/4/2026 20:00:20,CS010A,Freshman,No,CEN or EE major,Prefer not to say,18,Prefer not to say,Male,First Generation Student,Less than 4,3,3 (3),4,4,4,4,3,1,C++/C,3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),N/A,N/A,N/A,N/A,Week 8,Week 8,Week 8,Week 8,Week 8,Week 8,"AI tools, Study groups",8
2/4/2026 20:02:28,CS010A,Freshman,No,Robotics,Prefer not to say,19,Hispanic or Latino,Male,First Generation Student,4-5 hours,3,3 (3),3,3,3,3,3,0,HTML & CSS,4 (Good reason),2 (5 small reason),4 (Good reason),3 (Moderate reason),4 (Good reason),2 (5 small reason),5 (5 good reason),3 (Moderate reason),,ME009,,,Week 3,Week 3,Week 4,Week 5,Week 5,Week 9,Personal tutoring,6
2/4/2026 20:04:11,CS111,Junior,No,CS major,Prefer not to say,20,Asian,Female,First Generation Student,4-5 hours,5,Disagree (2),3,3,4,4,4,4,Python,5 (5 good reason),5 (5 good reason),5 (5 good reason),2 (5 small reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),CS010C,,,,Week 5,Week 5,Week 5,Week 1,Week 5,Week 1,"Slack communication, Study groups",10
2/4/2026 20:17:28,CS105,Freshman,No,Robotics major,3.0 – 3.33,18,Hispanic or Latino,Male,First Generation Student,6-7 hours,2,Agree (4),4,3,2,3,4,0,Python,2 (5 small reason),5 (5 good reason),5 (5 good reason),4 (Good reason),5 (5 good reason),3 (Moderate reason),4 (Good reason),5 (5 good reason),CS010A,,,MATH006,Week 9,Week 9,Week 5,Week 9,Week 9,Week 1,"Office hours, Study groups, Personal tutoring",1
2/4/2026 20:31:24,CS111,Junior,Yes,CS major,2.0 – 2.33,21,Asian,Female,"Other, International Student",4-5 hours,4,3 (3),3,3,3,4,2,1,C++/C,5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),,,,N/A,Week 5,Week 5,Week 5,Week 6,Week 5,Week 1,"Office hours, AI tools, Study groups, Personal tutoring, ULA services",6
2/4/2026 20:41:35,CS111,Junior,Yes,CS major,3.67 – 4.0,30,Asian,Male,First Generation Student,Less than 4,5,Strongly Disagree (1),4,2,2,2,3,0,Java,2 (5 small reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),1 (Not a good reason),2 (5 small reason),2 (5 small reason),,,,N/A,Week 3,Week 3,Week 4,Week 1,Week 9,Week 1,AI tools,10
2/4/2026 20:56:40,CS010A,Freshman,No,CEN or EE major,3.0 – 3.33,18,Asian,Male,Other,Less than 4,5,Strongly Disagree (1),4,3,2,4,4,0,C++/C,3 (Moderate reason),4 (Good reason),5 (5 good reason),3 (Moderate reason),4 (Good reason),5 (5 good reason),5 (5 good reason),5 (5 good reason),,,,ENGR101,Week 4,Week 4,Week 3,Week 1,Week 9,Week 1,AI tools,10
2/4/2026 21:21:02,CS010A,Sophomore,No,Biophysics ,3.33 – 3.67,19,"Asian, White",Non-binary,Other,4-5 hours,4,Strongly Agree (5),2,2,1,1,4,0,C++/C,2 (5 small reason),1 (Not a good reason),5 (5 good reason),3 (Moderate reason),3 (Moderate reason),1 (Not a good reason),5 (5 good reason),3 (Moderate reason),CS10A,,,,Week 2,Week 1,Week 4,Week 5,Week 4,Week 9,"Office hours, AI tools, Personal tutoring",2
2/4/2026 21:38:33,CS010A,Sophomore,No,Physics + English,Prefer not to say,18,Hispanic or Latino,Female,First Generation Student,Less than 4,4,3 (3),3,2,2,5,4,2,Python,3 (Moderate reason),4 (Good reason),4 (Good reason),4 (Good reason),4 (Good reason),5 (5 good reason),4 (Good reason),3 (Moderate reason),CS010A,,,"PHYS041A, MATH009A",Week 5,Week 3,Week 5,Week 8,Week 7,Week 9,"Office hours, AI tools, Study groups",1
2/4/2026 21:40:00,CS010A,Sophomore,Yes,Mathematics major,3.0 – 3.33,22,Hispanic or Latino,Male,First Generation Student,6-7 hours,4,Agree (4),4,4,1,4,4,0,C++/C,2 (5 small reason),5 (5 good reason),5 (5 good reason),2 (5 small reason),5 (5 good reason),4 (Good reason),5 (5 good reason),3 (Moderate reason),,,,MATH031,Week 4,Week 3,Week 4,Week 6,Week 9,Week 9,,1
2/4/2026 21:42:03,CS111,Senior,No,Robotics,2.33 – 2.67,25,"Asian, Hispanic or Latino",Male,Second Generation Student,Less than 4,4,Disagree (2),2,3,2,3,3,1,C++/C,3 (Moderate reason),5 (5 good reason),4 (Good reason),4 (Good reason),5 (5 good reason),4 (Good reason),4 (Good reason),3 (Moderate reason),CS120B,,,,Week 1,Week 1,Week 2,Week 4,Week 5,Week 4,"Office hours, AI tools",6
2/4/2026 21:47:56,CS010A,Junior,No,Mathematics major,Prefer not to say,20,Prefer not to say,Prefer not to say,First Generation Student,4-5 hours,4,Strongly Disagree (1),4,4,2,4,3,2,Python,2 (5 small reason),2 (5 small reason),4 (Good reason),5 (5 good reason),3 (Moderate reason),2 (5 small reason),5 (5 good reason),3 (Moderate reason),N/A,N/A,N/A,N/A,Week 6,Week 4,Week 5,Week 8,Week 8,Week 8,"Office hours, Study groups, Personal tutoring",1
2/4/2026 21:53:02,CS111,Senior,Yes,CS major,3.33 – 3.67,24,Asian,Male,Second Generation Student,4-5 hours,4,3 (3),2,2,4,3,3,1,ROBOTC,1 (Not a good reason),1 (Not a good reason),5 (5 good reason),1 (Not a good reason),2 (5 small reason),2 (5 small reason),1 (Not a good reason),1 (Not a good reason),CS100,,,,Week 4,Week 4,Week 4,Week 6,Week 8,Week 1,AI tools,10
2/4/2026 22:12:12,CS105,Junior,No,Data Science major,3.33 – 3.67,19,Asian,Female,First Generation Student,4-5 hours,5,Disagree (2),3,4,1,5,5,2,Python,5 (5 good reason),5 (5 good reason),5 (5 good reason),3 (Moderate reason),5 (5 good reason),4 (Good reason),3 (Moderate reason),4 (Good reason),"CS105, CS09A, CS090B, CS10C, CS100",,,"CS105, CS9A/B, CS10C, CS100",Week 4,Week 4,Week 3,Week 1,Week 9,Week 1,"Office hours, AI tools, Slack communication",7
2/4/2026 22:25:41,CS010A,Freshman,No,CEN or EE major,3.0 – 3.33,18,Hispanic or Latino,Male,First Generation Student,4-5 hours,5,3 (3),3,4,3,4,4,0,C++/C,1 (Not a good reason),1 (Not a good reason),1 (Not a good reason),1 (Not a good reason),5 (5 good reason),5 (5 good reason),1 (Not a good reason),1 (Not a good reason),,EE010,,,Week 4,Week 4,Week 5,Week 8,Week 9,Week 1,Study groups,1
2/4/2026 22:38:56,CS111,Junior,Yes,CEN or EE major,3.67 – 4.0,20,Hispanic or Latino,Male,First Generation Student,6-7 hours,5,3 (3),4,2,2,4,5,2,Python,5 (5 good reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),4 (Good reason),5 (5 good reason),5 (5 good reason),4 (Good reason),"CS061,CS100",,,PHYS040C,Week 3,Week 3,Week 2,Week 1,Week 9,Week 1,"AI tools, ULA services",9
2/4/2026 22:41:32,CS010A,Freshman,No,CEN or EE major,3.33 – 3.67,18,Jewish,Male,Second Generation Student,4-5 hours,4,3 (3),4,4,4,4,3,1,C++/C,5 (5 good reason),5 (5 good reason),5 (5 good reason),3 (Moderate reason),4 (Good reason),4 (Good reason),4 (Good reason),4 (Good reason),CS010C,,,,Week 5,Week 1,Week 3,Week 1,Week 7,Week 1,AI tools,7
2/4/2026 22:53:36,CS105,Graduate,Yes,CS major,3.0 – 3.33,29,Asian,Male,First Generation Student,6-7 hours,3,3 (3),3,4,4,3,3,2,Python,4 (Good reason),4 (Good reason),3 (Moderate reason),3 (Moderate reason),4 (Good reason),4 (Good reason),4 (Good reason),4 (Good reason),N/A,N/A,N/A,N/A,Week 6,Week 6,Week 9,Week 8,Week 9,Week 1,"AI tools, Slack communication, Study groups",8
2/4/2026 22:57:18,CS010A,Freshman,No,CEN or EE major,Prefer not to say,18,Asian,Male,"First Generation Student, International Student",4-5 hours,4,3 (3),3,1,1,4,5,3,Java,3 (Moderate reason),3 (Moderate reason),5 (5 good reason),3 (Moderate reason),2 (5 small reason),3 (Moderate reason),4 (Good reason),2 (5 small reason),N/A,N/A,N/A,N/A,Week 5,Week 3,Week 3,Week 5,Week 5,Week 5,"Office hours, Personal tutoring",10
2/4/2026 22:57:49,CS111,Sophomore,No,CS major,3.0 – 3.33,21,Asian,Female,International Student,Less than 4,4,3 (3),3,3,3,3,4,,Python,3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),CS100,,,,Week 5,Week 9,Week 1,Week 2,Week 8,Week 3,Slack communication,4
2/4/2026 23:05:38,CS010A,Senior,Yes,Mathematics major,3.67 – 4.0,21,"White, Hispanic or Latino",Male,Second Generation Student,4-5 hours,3,Strongly Agree (5),5,5,1,3,5,0,C++/C,5 (5 good reason),3 (Moderate reason),5 (5 good reason),3 (Moderate reason),4 (Good reason),1 (Not a good reason),5 (5 good reason),5 (5 good reason),,,,"MATH131, MATH132, MATH171",Week 7,Week 3,Week 6,Week 8,Week 9,Week 3,Office hours,1
2/4/2026 23:06:22,CS010A,Sophomore,No,Mathematics major,3.67 – 4.0,18,Asian,Female,First Generation Student,6-7 hours,4,Disagree (2),4,4,2,3,4,0,C++/C,1 (Not a good reason),2 (5 small reason),3 (Moderate reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),N/A,N/A,N/A,N/A,Week 2,Week 3,Week 1,Week 4,Week 3,Week 9,AI tools,1
2/4/2026 23:08:22,CS111,Sophomore,No,Mathematics major,3.33 – 3.67,19,White,Female,Other,8-9 hours,4,Disagree (2),2,4,2,4,4,2,Python,4 (Good reason),4 (Good reason),4 (Good reason),3 (Moderate reason),3 (Moderate reason),3 (Moderate reason),5 (5 good reason),4 (Good reason),CS010C,,,,Week 3,Week 5,Week 4,Week 2,Week 6,Week 1,Study groups,9
2/4/2026 23:22:12,CS111,Junior,No,CS or DS minor,3.67 – 4.0,20,White,Male,First Generation,8-9 hours,2,Strongly Agree (5),4,4,2,4,5,3,C++/C,3 (Moderate reason),4 (Good reason),5 (5 good reason),1 (Not a good reason),4 (Good reason),2 (5 small reason),5 (5 good reason),4 (Good reason),CS111,,,,Week 7,Week 9,Week 8,Week 3,Week 9,Week 6,Office hours,10
2/4/2026 23:29:18,CS010A,Freshman,No,CEN or EE major,2.67 – 3.0,18,Asian,Male,First Generation Student,6-7 hours,3,Agree (4),4,3,2,3,4,0,C++/C,4 (Good reason),3 (Moderate reason),4 (Good reason),3 (Moderate reason),3 (Moderate reason),2 (5 small reason),3 (Moderate reason),4 (Good reason),N/A,N/A,N/A,N/A,Week 1,Week 1,Week 1,Week 1,Week 1,Week 1,AI tools,8
